abdbid,mcc,precision,recall,aucroc,f1
6usf_1P,-0.03689261488954974,0.0,0.0,0.4804772234273319,0.0
6oy4_0P,-0.12143276541126162,0.0,0.0,0.44298245614035087,0.0
3nfp_0P,0.050107966233315135,0.2,0.05555555555555555,0.5137917637917638,0.08695652173913045
7kr5_1P,-0.06343614796955512,0.0,0.0,0.4647887323943662,0.0
5zxv_1P,-0.045672100447455184,0.0,0.0,0.48936170212765956,0.0
7b3o_0P,0.06647604068788976,0.3,0.08571428571428572,0.5192084942084942,0.13333333333333333
5uoe_3P,-0.02950508940587398,0.0,0.0,0.4815205913410771,0.0
6vca_0P,-0.043674133735643154,0.017241379310344827,0.045454545454545456,0.4658410451823625,0.025
4ot1_0P,-0.08501734051353393,0.09523809523809523,0.26666666666666666,0.43945578231292515,0.14035087719298245
5bjz_1P,-0.07689351434180182,0.036585365853658534,0.1111111111111111,0.4386916502301118,0.055045871559633024
7rr0_0P,0.13677195701630787,0.2727272727272727,0.15,0.5520114942528735,0.19354838709677416
4hjj_1P,0.05521639483937602,0.25,0.047619047619047616,0.5127801120448179,0.08
7x7v_1P,-0.08544282115604326,0.0,0.0,0.4622093023255814,0.0
6apb_0P,-0.008792549226722937,0.0,0.0,0.49891540130151846,0.0
7r9d_0P,0.13118937494969907,0.4,0.1,0.5351485148514852,0.16000000000000003
7kyo_0P,-0.10890288460335941,0.0,0.0,0.44761904761904764,0.0
6woz_0P,0.0,0.0,0.0,0.5,0.0
7zxf_0P,-0.011331732734202916,0.0,0.0,0.49863387978142076,0.0
5d72_0P,0.0,0.0,0.0,0.5,0.0
6yor_0P,-0.08501857674031651,0.0,0.0,0.47093023255813954,0.0
6cw3_1P,-0.1594941820042864,0.0,0.0,0.3934010152284264,0.0
1xgp_0P,0.035388339685098524,0.15151515151515152,0.5555555555555556,0.5255255255255256,0.2380952380952381
6txz_0P,0.18108895570007358,1.0,0.041666666666666664,0.5208333333333334,0.07999999999999999
4yk4_1P,0.0676572297776343,0.13636363636363635,0.17647058823529413,0.5379707438530968,0.15384615384615383
5uea_1P,-0.09342463851003734,0.13861386138613863,0.56,0.44015625,0.22222222222222224
7e7y_1P,0.15177698129389708,0.25,0.15384615384615385,0.5603484912877178,0.1904761904761905
3grw_0P,-0.05688137919523204,0.0,0.0,0.4911242603550296,0.0
4n90_1P,-0.03486840218772033,0.0,0.0,0.4946808510638298,0.0
6svl_0P,-0.13303802104754786,0.09302325581395349,0.5,0.40486725663716816,0.15686274509803924
7sco_0P,-0.024641644145347898,0.0,0.0,0.4967741935483871,0.0
6urm_1P,0.02091376902589709,0.10869565217391304,0.23809523809523808,0.5144557823129252,0.1492537313432836
5wth_0P,-0.06754204745915902,0.0,0.0,0.42890995260663506,0.0
5gzo_1P,-0.015192989748683657,0.0,0.0,0.4974160206718346,0.0
5gs0_1P,-0.03189713266550657,0.0,0.0,0.48367029548989116,0.0
5fec_0P,0.039175690014237985,0.10344827586206896,0.125,0.5213607594936709,0.11320754716981132
7ean_0P,0.02511009804759127,0.16666666666666666,0.07692307692307693,0.5088757396449705,0.10526315789473684
3j8w_3P,0.039109555330480585,0.125,0.038461538461538464,0.5110722610722611,0.058823529411764705
7l7d_0P,0.15384615384615385,0.21428571428571427,0.21428571428571427,0.5769230769230769,0.21428571428571427
3wsq_0P,-0.028323952577472493,0.0,0.0,0.47833935018050544,0.0
6azz_1P,0.03907779939967588,0.2,0.05,0.5102941176470588,0.08000000000000002
2jel_0P,-0.12038585308576921,0.0,0.0,0.463768115942029,0.0
6d6t_0P,-0.0621911754170398,0.019230769230769232,0.058823529411764705,0.4487155621742368,0.028985507246376815
7jx3_1P,0.09386739142067034,0.2222222222222222,0.10526315789473684,0.5331871345029239,0.14285714285714285
7fbi_0P,-0.026485719369105626,0.0,0.0,0.4806451612903226,0.0
7bz5_0P,0.012427395320024001,0.2,0.05714285714285714,0.5035714285714286,0.08888888888888888
4m5z_0P,0.08795602333799563,0.16129032258064516,0.23809523809523808,0.5520373097692686,0.1923076923076923
7zfa_6P,-0.04490178591741624,0.12037037037037036,0.5,0.46726190476190477,0.19402985074626866
7yrh_0P,0.1534255013186446,0.2222222222222222,0.16666666666666666,0.5669014084507042,0.1904761904761905
7tz5_0P,0.08727691507217486,0.25,0.043478260869565216,0.5185611643330876,0.07407407407407408
6bpc_1P,0.0,0.0,0.0,0.5,0.0
1g7j_0P,-0.19694833074523696,0.06060606060606061,0.25,0.3506637168141593,0.0975609756097561
1oak_0P,-0.07103825136612021,0.0,0.0,0.4644808743169399,0.0
5tlj_0P,-0.01519869175291844,0.16666666666666666,0.06666666666666667,0.4948717948717949,0.09523809523809522
7qu2_0P,-0.006982131154117762,0.11627906976744186,0.29411764705882354,0.4950588235294118,0.16666666666666666
7s5q_0P,0.03117677951115594,0.08695652173913043,0.15384615384615385,0.5201663201663203,0.1111111111111111
7kzx_0P,-0.06638666860452104,0.0,0.0,0.467680608365019,0.0
6nyq_0P,-0.03354701073509308,0.0,0.0,0.4887459807073955,0.0
3klh_0P,-0.014269544824634823,0.0,0.0,0.4963942307692308,0.0
1ic4_0P,0.09476090972218473,0.19696969696969696,0.6190476190476191,0.5641534391534392,0.29885057471264365
6c08_0P,-0.03586710748941078,0.0,0.0,0.4846698113207547,0.0
7ura_0P,-0.03553653762872562,0.0,0.0,0.48834498834498835,0.0
7zfc_0P,-0.08356539350184462,0.0625,0.08333333333333333,0.4529092702169625,0.07142857142857144
5nhr_0P,-0.15523010514126656,0.0,0.0,0.45,0.0
6ppg_1P,-0.12344267996967352,0.0,0.0,0.42727272727272725,0.0
6nn3_0P,-0.011396427665855963,0.0,0.0,0.49712643678160917,0.0
7zyi_0P,-0.056715680650438166,0.0,0.0,0.4830827067669173,0.0
6i8s_3P,-0.03195057010505436,0.0,0.0,0.49014084507042255,0.0
4nhh_4P,-0.019804164387178684,0.0,0.0,0.4949748743718593,0.0
6al5_0P,-0.025014074376368996,0.0,0.0,0.4959016393442623,0.0
1kir_0P,-0.16952847858967607,0.07575757575757576,0.29411764705882354,0.37473739495798325,0.12048192771084337
5sx4_1P,-0.10088832144422587,0.0,0.0,0.4588235294117647,0.0
3jwo_0P,-0.027463132604525306,0.0,0.0,0.49262536873156343,0.0
3s37_0P,0.0,0.0,0.0,0.5,0.0
7bu8_0P,0.1813752560152378,0.5,0.07142857142857142,0.5346938775510204,0.125
7mn8_0P,0.02914165625160329,0.05555555555555555,0.058823529411764705,0.5149805253170877,0.05714285714285714
5l0q_1P,-0.007740881497731658,0.045454545454545456,0.1,0.49444444444444446,0.06250000000000001
6osv_0P,0.053337548209465103,0.2558139534883721,0.5789473684210527,0.5314091680814941,0.3548387096774194
7tas_0P,0.08361204013377926,0.25,0.08695652173913043,0.5257267815796244,0.12903225806451613
7k45_0P,0.11257273908392652,0.18181818181818182,0.15384615384615385,0.5520611984700382,0.16666666666666669
7ps0_1P,-0.02699937564665717,0.058823529411764705,0.06666666666666667,0.4857142857142857,0.0625
7fbi_1P,-0.025232801732689217,0.0,0.0,0.4806763285024155,0.0
6ni2_1P,-0.012602237891857835,0.0,0.0,0.49851632047477745,0.0
3wlw_1P,0.06167003074493786,0.08333333333333333,0.1111111111111111,0.5354090354090354,0.09523809523809525
4ffv_1P,-0.04403959989617733,0.0,0.0,0.4653954802259887,0.0
6iap_1P,0.0,0.0,0.0,0.5,0.0
7wro_0P,-0.08092869471619667,0.0,0.0,0.46686746987951805,0.0
7str_0P,0.3038530772952524,0.30612244897959184,0.7142857142857143,0.6997354497354498,0.42857142857142855
6q20_0P,0.25842532000091395,0.45454545454545453,0.18518518518518517,0.5842823432851133,0.2631578947368421
1ndg_0P,0.15722940822305764,0.23529411764705882,0.6956521739130435,0.6025430680885973,0.3516483516483516
6wgl_0P,-0.04155140595715835,0.0,0.0,0.48895027624309395,0.0
7lfa_0P,0.2848401654324707,1.0,0.09090909090909091,0.5454545454545454,0.16666666666666669
6uym_0P,-0.08998425413316952,0.0,0.0,0.4605263157894737,0.0
5f9w_0P,0.11030704004037813,0.22727272727272727,0.14285714285714285,0.5446146913023885,0.17543859649122806
5fhx_1P,-0.049127545103047544,0.0,0.0,0.48672566371681414,0.0
4yjz_0P,0.07805190811209492,0.22727272727272727,0.16129032258064516,0.5336838353234717,0.18867924528301885
7rxl_0P,-0.2014148736276902,0.0,0.0,0.4215686274509804,0.0
6oel_0P,-0.034644165764163196,0.0,0.0,0.48936170212765956,0.0
7a3p_0P,0.2456056243939784,0.18604651162790697,0.47058823529411764,0.68837722756663,0.26666666666666666
6c9u_0P,-0.013811564762694479,0.0,0.0,0.4922222222222222,0.0
6dzy_1P,-0.05359565128207006,0.0,0.0,0.4623552123552124,0.0
1kiq_0P,-0.16952847858967607,0.07575757575757576,0.29411764705882354,0.37473739495798325,0.12048192771084337
4dn4_0P,0.0,0.0,0.0,0.5,0.0
3l5w_1P,-0.16260062325171737,0.0,0.0,0.3978494623655914,0.0
3qum_2P,-0.07353289327234368,0.05128205128205128,0.08333333333333333,0.4548122065727699,0.06349206349206349
1osp_0P,0.05189665681913859,0.1111111111111111,0.2857142857142857,0.5385093167701863,0.16
6i3z_0P,-0.05071831293409738,0.0,0.0,0.4714285714285714,0.0
7nd0_0P,-0.04108405061451794,0.010101010101010102,0.045454545454545456,0.45867498514557337,0.01652892561983471
6xzw_0P,-0.04340693189392054,0.0,0.0,0.48878923766816146,0.0
7swo_0P,0.015712009882248957,0.2,0.058823529411764705,0.504567044208988,0.0909090909090909
2b2x_1P,0.3234111792583872,0.2972972972972973,0.5789473684210527,0.7134502923976609,0.39285714285714285
4fp8_2P,-0.05175986870559061,0.0,0.0,0.48360655737704916,0.0
7qu1_0P,-0.07672157539313466,0.0,0.0,0.45454545454545453,0.0
5xhv_1P,0.09762404479189295,0.16666666666666666,0.15,0.5464828897338402,0.15789473684210525
4hcr_1P,0.0,0.0,0.0,0.5,0.0
6b0s_0P,-0.20519567041703082,0.0,0.0,0.42,0.0
7qez_1P,0.104518950072276,0.18181818181818182,0.14285714285714285,0.5467032967032966,0.16
7phu_0P,-0.028096524108253806,0.0,0.0,0.4938461538461538,0.0
6jht_0P,-0.10214642139700092,0.03125,0.10526315789473684,0.416067702295386,0.04819277108433735
4o02_0P,-0.03678906287611087,0.0,0.0,0.47103004291845496,0.0
7u8j_0P,-0.042407857490330665,0.0,0.0,0.49044585987261147,0.0
6g8r_0P,0.10675694423128863,0.25,0.1111111111111111,0.5366876310272537,0.15384615384615383
6s3d_0P,-0.18181839765160288,0.15384615384615385,0.1111111111111111,0.41805555555555557,0.12903225806451615
7e5y_1P,0.07954713164045785,0.25,0.08333333333333333,0.5240196078431372,0.125
7tzh_1P,0.0,0.0,0.0,0.5,0.0
3be1_0P,0.024605191326650448,0.05,0.058823529411764705,0.5133100697906281,0.05405405405405405
7k9z_0P,0.006573650236928975,0.1111111111111111,0.05,0.5022727272727273,0.06896551724137932
4xx1_2P,-0.08745080439833042,0.0,0.0,0.4339887640449438,0.0
6ye3_1P,-0.039737872091032814,0.0,0.0,0.49537037037037035,0.0
7luc_0P,-0.01927784667976959,0.0,0.0,0.49571734475374735,0.0
7x6l_0P,0.0,0.0,0.0,0.5,0.0
7vaf_0P,-0.0540964084268288,0.0,0.0,0.48007246376811596,0.0
5czv_0P,0.0626482350205952,0.25,0.04,0.5131192660550459,0.06896551724137932
6cbv_0P,0.0,0.0,0.0,0.5,0.0
7kfy_0P,0.02253426433551276,0.2,0.0625,0.5067101226993864,0.09523809523809523
7d85_1P,0.006239534352160338,0.13333333333333333,0.24,0.5039285714285714,0.17142857142857146
7zbu_0P,-0.01369971898377013,0.0,0.0,0.4962518740629685,0.0
1iqd_0P,0.017386177988716126,0.11764705882352941,0.125,0.5089285714285715,0.12121212121212122
6z2l_0P,0.03566337437590941,0.16666666666666666,0.047619047619047616,0.509920634920635,0.07407407407407407
5ogi_0P,0.0,0.0,0.0,0.5,0.0
7cqd_0P,-0.1431108947762869,0.0,0.0,0.44936708860759494,0.0
7tfn_0P,0.08436057640608147,0.3333333333333333,0.03125,0.5133366704805492,0.05714285714285714
7zf8_0P,0.043656412506539934,0.14666666666666667,0.44,0.5317647058823529,0.22
6xq0_0P,-0.05684019619633276,0.06976744186046512,0.13043478260869565,0.46317657497781717,0.09090909090909091
7jkt_0P,0.18537100332952802,0.2727272727272727,0.21428571428571427,0.5829004329004329,0.23999999999999996
6sxi_0P,-0.005802588531856594,0.1111111111111111,0.07142857142857142,0.4976190476190476,0.08695652173913043
5anm_1P,0.30618475346916063,0.5,0.2,0.5975369458128079,0.28571428571428575
6mg7_0P,-0.051773305623117064,0.0,0.0,0.4791044776119403,0.0
6mek_0P,-0.01653768357202651,0.07142857142857142,0.05,0.49298029556650247,0.058823529411764705
7uaq_0P,-0.014349971264211316,0.058823529411764705,0.043478260869565216,0.4937671024627546,0.049999999999999996
6w4m_0P,0.06606383198350509,0.14285714285714285,0.11538461538461539,0.5299145299145299,0.12765957446808512
7qnx_1P,-0.06308249162060477,0.0,0.0,0.4791666666666667,0.0
6a4k_1P,-0.06295670067977813,0.02631578947368421,0.07692307692307693,0.4495192307692307,0.0392156862745098
7jhg_0P,0.011048267252810983,0.08333333333333333,0.03125,0.5034568584070797,0.045454545454545456
7mjt_0P,-0.14533910299157146,0.0,0.0,0.44155844155844154,0.0
5ugy_0P,0.0796824277846682,0.15789473684210525,0.125,0.5357441471571907,0.13953488372093023
6wzl_1P,0.16488096593409357,0.5,0.21052631578947367,0.5598086124401914,0.2962962962962963
2j88_0P,-0.057928444636349226,0.0,0.0,0.4583333333333333,0.0
5w08_0P,0.005469574651729979,0.1,0.04,0.5017813765182186,0.05714285714285714
7dq7_0P,-0.04400316834218506,0.0,0.0,0.4891304347826087,0.0
7jix_0P,0.04922345866719965,0.15789473684210525,0.09375,0.5193835910652921,0.11764705882352941
6phd_0P,-0.053083835812002836,0.0,0.0,0.4869281045751634,0.0
7bq5_1P,0.20494185063459003,0.5,0.09090909090909091,0.5441887226697353,0.15384615384615385
7np1_1P,0.14258839317754698,0.3076923076923077,0.16666666666666666,0.5543010752688172,0.21621621621621623
2dqd_0P,0.07191790808648701,0.19696969696969696,0.5909090909090909,0.5477909940526764,0.29545454545454547
6fxn_0P,0.18698939800169145,1.0,0.041666666666666664,0.5208333333333334,0.07999999999999999
5vic_0P,0.06628995138953732,0.3333333333333333,0.05555555555555555,0.5147907647907648,0.09523809523809525
7r6w_1P,-0.10044039219036507,0.0,0.0,0.46449704142011833,0.0
5vl3_0P,-0.01914224751755789,0.0,0.0,0.49816176470588236,0.0
7woc_0P,0.0075176244300276755,0.09090909090909091,0.0625,0.5031601123595506,0.07407407407407407
4xnm_0P,0.14706104904280115,0.1875,0.4090909090909091,0.6008220502901355,0.2571428571428571
5d1z_3P,0.05189843610910286,0.16129032258064516,0.2631578947368421,0.531578947368421,0.19999999999999998
6r8x_0P,0.19296432436364344,0.20408163265306123,0.45454545454545453,0.6344155844155844,0.2816901408450704
7teq_0P,-0.03673591791853225,0.0,0.0,0.4636591478696742,0.0
5x8m_0P,0.08605407675271533,0.3333333333333333,0.058823529411764705,0.5193107546048722,0.1
7l7e_3P,0.1695641954772909,0.2727272727272727,0.1875,0.5712780898876404,0.2222222222222222
7lo7_0P,0.052228477412364346,0.125,0.13333333333333333,0.5268939393939394,0.12903225806451615
6j71_0P,0.0464689921908722,0.08,0.08695652173913043,0.5241829588561424,0.08333333333333333
7kmh_0P,0.09462528038655525,0.25,0.12,0.5339884393063584,0.16216216216216217
6vy6_0P,-0.026905316547306612,0.0,0.0,0.4948453608247423,0.0
1fbi_1P,0.16137694273317207,0.23076923076923078,0.6818181818181818,0.6072642310960067,0.3448275862068966
4m8q_1P,0.024835738155629648,0.125,0.07142857142857142,0.509594882729211,0.09090909090909091
7zfa_0P,-0.03650156628263055,0.08333333333333333,0.5,0.46875,0.14285714285714285
6pe8_1P,0.19714460877996773,0.5,0.1111111111111111,0.5486590038314176,0.1818181818181818
7a0w_0P,-0.029594089348466825,0.0,0.0,0.49277456647398843,0.0
3ldb_0P,-0.0813196022446201,0.0,0.0,0.44761904761904764,0.0
6mhr_0P,-0.0026153646829770697,0.1111111111111111,0.0625,0.498991935483871,0.08
4lvh_1P,-0.08792085469913687,0.034482758620689655,0.043478260869565216,0.4513873716408128,0.038461538461538464
6a0z_0P,-0.021450595251725595,0.06818181818181818,0.13636363636363635,0.48552052785923755,0.0909090909090909
7t0r_0P,-0.014064989751021514,0.0,0.0,0.49851632047477745,0.0
6veq_0P,-0.04366874424611263,0.0,0.0,0.4843205574912892,0.0
6ukj_0P,0.14105191845884732,0.3333333333333333,0.13043478260869565,0.5460480622308653,0.18750000000000003
6wqo_1P,0.0,0.0,0.0,0.5,0.0
5iwl_0P,-0.04367005277092365,0.0,0.0,0.49029126213592233,0.0
5uhy_1P,-0.017279947800812524,0.0,0.0,0.49732620320855614,0.0
6wit_1P,-0.044267905929259645,0.11904761904761904,0.35714285714285715,0.4683441558441559,0.17857142857142858
8df5_3P,-0.12817398889233114,0.0,0.0,0.43465909090909094,0.0
6ii8_1P,-0.034112563174260646,0.04,0.045454545454545456,0.4819109461966605,0.0425531914893617
7rxp_0P,-0.1494098507704089,0.18181818181818182,0.09090909090909091,0.4408033826638477,0.12121212121212123
7swn_0P,0.21461709363461476,0.2727272727272727,0.25,0.603021978021978,0.2608695652173913
6xpy_0P,0.09448306948344555,0.2,0.1,0.5340637450199204,0.13333333333333333
7d4g_0P,-0.0782581798647521,0.0,0.0,0.4377358490566038,0.0
6oan_0P,-0.05484084971070818,0.0,0.0,0.4793233082706767,0.0
5tzt_1P,-0.04023675213461131,0.0,0.0,0.49019607843137253,0.0
6wf0_0P,-0.05588351115022707,0.0,0.0,0.4862068965517241,0.0
7a5s_0P,-0.011448271497632261,0.0,0.0,0.49838187702265374,0.0
7n3i_0P,-0.0017511389390313303,0.16666666666666666,0.06060606060606061,0.49943883277216605,0.08888888888888888
7d5z_0P,0.1457477129448199,0.13157894736842105,0.25,0.599015748031496,0.1724137931034483
6i04_1P,-0.020381864621528516,0.0,0.0,0.49455337690631807,0.0
6cwd_3P,-0.03951818089881258,0.0,0.0,0.49557522123893805,0.0
7dx4_0P,-0.00549142751236125,0.125,0.038461538461538464,0.49839743589743596,0.058823529411764705
7det_0P,0.00040320273099308255,0.08333333333333333,0.0625,0.5001765536723164,0.07142857142857144
5f72_0P,0.27245820026087214,0.25757575757575757,0.5666666666666667,0.6872549019607843,0.3541666666666667
3bt2_0P,-0.04482007241316029,0.0,0.0,0.48091603053435117,0.0
4k9e_0P,-0.02919270949763546,0.0,0.0,0.4970760233918129,0.0
6ofi_0P,-0.06806193494841634,0.0,0.0,0.4666666666666667,0.0
6jep_1P,-0.09554130624503905,0.10344827586206896,0.1875,0.44080882352941175,0.13333333333333333
7e39_0P,0.32819369143378485,0.5,0.26666666666666666,0.6221601489757914,0.3478260869565218
4nnp_1P,-0.060949754730613585,0.0,0.0,0.467680608365019,0.0
4plj_1P,0.1148884126087937,0.15254237288135594,0.5625,0.5904103053435115,0.24000000000000002
1tpx_0P,-0.049141384126872675,0.0,0.0,0.49390243902439024,0.0
6uta_1P,0.07023200370414509,0.19230769230769232,0.3333333333333333,0.5431372549019607,0.2439024390243902
4mxv_0P,-0.07559289460184544,0.0,0.0,0.48333333333333334,0.0
5gmq_0P,-0.04198843007670014,0.0,0.0,0.48947368421052634,0.0
6wn1_1P,0.0,0.0,0.0,0.5,0.0
1bgx_0P,-0.06902847321474177,0.0,0.0,0.470703125,0.0
6tko_0P,-0.022622929054005092,0.0,0.0,0.49550898203592814,0.0
1xgq_0P,0.09476090972218473,0.19696969696969696,0.6190476190476191,0.5641534391534392,0.29885057471264365
7pqy_1P,0.09317885150273708,0.3,0.10344827586206896,0.5289968652037618,0.15384615384615385
3fmg_0P,-0.04028881241482679,0.0,0.0,0.47391304347826085,0.0
7amq_0P,0.0,0.0,0.0,0.5,0.0
3c09_1P,-0.07581827749965521,0.0,0.0,0.47109826589595377,0.0
6kz0_1P,-0.11881010884576795,0.0,0.0,0.4303030303030303,0.0
1pg7_0P,-0.02944865897541468,0.0,0.0,0.49502487562189057,0.0
2xqb_0P,-0.05165567444910057,0.0,0.0,0.4942528735632184,0.0
7wk8_0P,-0.06726727939963124,0.0,0.0,0.49019607843137253,0.0
7b09_0P,-0.0194738670664589,0.0,0.0,0.4952038369304556,0.0
7tug_0P,0.0,0.0,0.0,0.5,0.0
5c8j_0P,-0.12652087952858018,0.0,0.0,0.403954802259887,0.0
6u0l_2P,-0.028932515442421754,0.0,0.0,0.4899328859060403,0.0
6ohg_0P,-0.12952622106201067,0.0,0.0,0.4337748344370861,0.0
5vyf_1P,0.07681184937687653,0.2,0.07692307692307693,0.5244755244755244,0.1111111111111111
3r08_0P,0.0,0.0,0.0,0.5,0.0
6bdz_0P,0.0014143479318094684,0.03333333333333333,0.14285714285714285,0.5013802622498275,0.05405405405405406
2vxq_0P,0.20264333232082316,0.5,0.16666666666666666,0.5630630630630631,0.25
2eks_0P,0.03288249065003949,0.16666666666666666,0.55,0.5227064220183486,0.2558139534883721
5t29_0P,0.013554357406503913,0.125,0.0625,0.5049342105263158,0.08333333333333333
4dw2_0P,-0.08852464779450774,0.04081632653061224,0.09090909090909091,0.43814860938148603,0.05633802816901408
5gs2_1P,0.07921972499840912,0.17647058823529413,0.125,0.5338114754098361,0.14634146341463414
7dpm_1P,-0.08166100068615827,0.0,0.0,0.4661016949152542,0.0
6o3b_1P,-0.12196276269187556,0.0,0.0,0.4607843137254902,0.0
5hys_2P,-0.025823270814957826,0.0,0.0,0.4949748743718593,0.0
1yjd_0P,-0.06688199111033535,0.0,0.0,0.48130841121495327,0.0
7eo0_0P,-0.05267114283757106,0.05263157894736842,0.043478260869565216,0.4758207630878438,0.04761904761904762
7rfp_1P,-0.0774919619711734,0.0,0.0,0.463302752293578,0.0
6vug_0P,-0.019747762402341076,0.0,0.0,0.4962686567164179,0.0
7sk9_0P,-0.11209752697388302,0.03333333333333333,0.022727272727272728,0.45242054693274203,0.02702702702702703
3a6b_0P,0.09476090972218473,0.19696969696969696,0.6190476190476191,0.5641534391534392,0.29885057471264365
5gjt_0P,-0.02558850617733721,0.0,0.0,0.4966442953020134,0.0
6umx_1P,-0.05175389009796472,0.0,0.0,0.4762658227848101,0.0
6chb_0P,-0.010054949623446026,0.0,0.0,0.49783549783549785,0.0
2cmr_0P,0.08252036594746931,0.12396694214876033,0.6818181818181818,0.5677132146204311,0.2097902097902098
5cus_3P,-0.03882644881527101,0.0,0.0,0.48417132216014896,0.0
5o4o_0P,0.02153527608232662,0.04,0.1,0.5166666666666667,0.05714285714285714
6z3q_0P,-0.05726927816914768,0.030303030303030304,0.0625,0.46045353982300885,0.04081632653061225
7s0e_0P,-0.00806077738811886,0.0,0.0,0.4977810650887574,0.0
7s0x_1P,-0.2678416144567207,0.0,0.0,0.3804347826086957,0.0
4xny_0P,-0.01600262304932752,0.07692307692307693,0.027777777777777776,0.49502096436058696,0.04081632653061225
1tzi_0P,0.082430086005152,0.08333333333333333,0.4,0.5804347826086957,0.13793103448275862
6oao_0P,-0.035005623503398274,0.043478260869565216,0.045454545454545456,0.48213686682321366,0.04444444444444444
6orp_0P,-0.016713078954172865,0.0,0.0,0.49563318777292575,0.0
7wo7_0P,-0.07185030157642444,0.0,0.0,0.47191011235955055,0.0
6ol6_1P,-0.023779471080936223,0.0,0.0,0.49521531100478466,0.0
7kpg_0P,0.0,0.0,0.0,0.5,0.0
3uze_1P,0.036339072790654875,0.21428571428571427,0.17647058823529413,0.5168067226890757,0.1935483870967742
6wez_0P,-0.05588351115022707,0.0,0.0,0.4862068965517241,0.0
7bxa_0P,0.0,0.0,0.0,0.5,0.0
4hc1_0P,0.0,0.0,0.0,0.5,0.0
3tt1_1P,-0.05418327047588733,0.0,0.0,0.46384297520661155,0.0
6dkj_0P,-0.0019750642199485757,0.1951219512195122,0.4,0.49878048780487805,0.26229508196721313
7rth_2P,0.051695788738358756,0.3333333333333333,0.04,0.50989898989899,0.07142857142857142
6oz3_0P,0.1688497261252679,0.23076923076923078,0.23076923076923078,0.584424863062634,0.23076923076923078
6qfc_0P,-0.025235868654975502,0.0,0.0,0.49635036496350365,0.0
7kew_0P,-0.09240696257249198,0.0,0.0,0.4557522123893805,0.0
7rd5_1P,-0.046020736461343026,0.08163265306122448,0.3333333333333333,0.46212121212121204,0.13114754098360654
6glx_0P,-0.04962242210430751,0.05263157894736842,0.08333333333333333,0.4696666666666666,0.06451612903225808
3a6c_0P,0.09476090972218473,0.19696969696969696,0.6190476190476191,0.5641534391534392,0.29885057471264365
4olz_0P,0.10250916324491838,0.2222222222222222,0.12121212121212122,0.5387310606060606,0.1568627450980392
7rxj_1P,-0.25599202115225583,0.0,0.0,0.3829787234042553,0.0
7wp2_0P,-0.15911145683514602,0.0,0.0,0.4230769230769231,0.0
3v4p_0P,-0.06269889728860445,0.0,0.0,0.4488950276243094,0.0
6nms_0P,0.0,0.0,0.0,0.5,0.0
6e56_0P,-0.04455291691926621,0.0,0.0,0.488,0.0
7ecy_0P,0.18679338281229016,0.3333333333333333,0.14285714285714285,0.562254259501966,0.2
7si0_0P,-0.031083493608010458,0.0,0.0,0.49473684210526314,0.0
5jhl_0P,0.22829908965187512,0.5,0.1111111111111111,0.5542865200225607,0.1818181818181818
5wko_0P,-0.024641644145347898,0.0,0.0,0.4967741935483871,0.0
6phb_0P,-0.03583382964637083,0.0,0.0,0.49079754601226994,0.0
7kn4_1P,0.11208028623264024,0.25,0.1111111111111111,0.5384126984126985,0.15384615384615383
6jod_0P,-0.016413994320749793,0.0625,0.08695652173913043,0.49047472730066066,0.07272727272727272
7cwo_0P,0.16049596350437112,0.2727272727272727,0.17647058823529413,0.5656364240611499,0.21428571428571427
6o9h_0P,-0.11470786693528089,0.0,0.0,0.4605263157894737,0.0
6xxv_0P,0.0,0.0,0.0,0.5,0.0
5uqy_2P,0.019744414375566587,0.1774193548387097,0.4583333333333333,0.5130649717514124,0.2558139534883721
7jmp_0P,0.1832105155892572,0.23076923076923078,0.25,0.5950598802395209,0.24000000000000002
1v7n_1P,0.0,0.0,0.0,0.5,0.0
6cvk_1P,-0.05169813699178194,0.0,0.0,0.4921875,0.0
4i18_0P,-0.03819242768112644,0.0,0.0,0.4942528735632184,0.0
7fcp_0P,-0.07810447158459265,0.0,0.0,0.4754601226993865,0.0
7lr4_0P,-0.03467684380862137,0.1111111111111111,0.058823529411764705,0.48685857321652065,0.07692307692307691
6mft_1P,0.05211391345899145,0.13636363636363635,0.10714285714285714,0.5233166515013649,0.11999999999999998
7rp0_0P,-0.14276006018004017,0.0,0.0,0.4375,0.0
4ckd_0P,-0.044993501342986124,0.0,0.0,0.4686868686868687,0.0
6ejm_0P,-0.11014909204187778,0.0,0.0,0.4722222222222222,0.0
6phf_1P,-0.040931084590786364,0.0,0.0,0.49050632911392406,0.0
1uac_0P,-0.10009395785336751,0.13432835820895522,0.4090909090909091,0.433517417162277,0.20224719101123595
4jpw_0P,0.1278567965585186,0.25,0.14705882352941177,0.5500919117647058,0.18518518518518517
3fb8_0P,-0.17126976771553504,0.0,0.0,0.42666666666666664,0.0
7mjs_0P,-0.07025715020652584,0.0,0.0,0.45861297539149887,0.0
4hg4_8P,0.12075403018835414,0.1388888888888889,0.2631578947368421,0.5807592752372734,0.18181818181818182
5xxy_0P,0.027008488481340184,0.3333333333333333,0.03333333333333333,0.5049019607843137,0.0606060606060606
7kfv_0P,0.02253426433551276,0.2,0.0625,0.5067101226993864,0.09523809523809523
7bep_0P,0.13447862883712555,0.2,0.16666666666666666,0.5617117117117117,0.1818181818181818
